Emotion,Text,Clean Text
sadness,i didnt feel humiliated,didnt feel especially nervous finland landed paris little unsure ahead thought st grade student janne suominen
sadness,i didnt feel humiliated,feel envious kids certain moments
sadness,i didnt feel humiliated,feeling like pretty crappy mom
sadness,i didnt feel humiliated,im feeling pissed aac feeling kind miserable frustrated life week
sadness,i didnt feel humiliated,im scared anymore im fine feel terrific surgery
sadness,i didnt feel humiliated,feel vulnerable
sadness,i didnt feel humiliated,honestly sure feel stunned
sadness,i didnt feel humiliated,feel caring person attract caring people life
sadness,i didnt feel humiliated,im left feeling embarrassed nothings new
sadness,i didnt feel humiliated,feel unwelcome place buti cant decide scared ok situation staying dead end situation afraid things worse
sadness,i didnt feel humiliated,cried thanking making children feel special loved
sadness,i didnt feel humiliated,want buy yardage art gallery play feels amazing
sadness,i didnt feel humiliated,feel like shes losing sense self adapt thinks loyal
sadness,i didnt feel humiliated,feel burdened loved ones miss big kid havent seen friday
sadness,i didnt feel humiliated,feel low abdomen
sadness,i didnt feel humiliated,feel like welcomed tight knit family sure feel
sadness,i didnt feel humiliated,feel doubtful
sadness,i didnt feel humiliated,usually use smaller legos year students fine motor delays want students feel successful
sadness,i didnt feel humiliated,exercise feel like im worthwhile meantime
sadness,i didnt feel humiliated,feel like life rich fulfilling know people look way live feel misplaced pity
sadness,i didnt feel humiliated,feel blessed amazed yes excited
sadness,i didnt feel humiliated,feel hesitant talking
sadness,i didnt feel humiliated,try minutes day days week known skip workout feeling particularly lethargic lazy
sadness,i didnt feel humiliated,feeling beaten sick utterly devoid hope life want
sadness,i didnt feel humiliated,feel hesitant comment want add pileon clear involved learned past experiences interested applying learning future projects
sadness,i didnt feel humiliated,feel passionate communion tremendous importance personally theologically
sadness,i didnt feel humiliated,im feeling happy
sadness,i didnt feel humiliated,find time think feeling depressed actually able write imagine feeling trapped like missing near constant feeling cities
sadness,i didnt feel humiliated,got feeling brig sincere strong desire help successful financially building strengthening relationships christianity
sadness,i didnt feel humiliated,feel like ive fake feelings lot liked
sadness,i didnt feel humiliated,feeling energetic decided going bike rest temples
sadness,i didnt feel humiliated,im like said understand way feel toni ight blamed excesses merican dream seldom witnessed er seen hah hah hah hah hah
sadness,i didnt feel humiliated,happpy good results field academics athletics
sadness,i didnt feel humiliated,dont know want work makes feel stressed anxious work job jobs require sort rules pressure
sadness,i didnt feel humiliated,id pop chair feeling like worthwhile
sadness,i didnt feel humiliated,hoping theyd far ahead feel like navigating delighted punching second control headed trail woods
sadness,i didnt feel humiliated,feel like normally angry thats actually think beautiful size
sadness,i didnt feel humiliated,wonder people feel like perspective think sake wanting turn result crappy work
sadness,i didnt feel humiliated,feel indecisive feel book huckleberry finn censored
sadness,i didnt feel humiliated,known likes kamiki kun laughs nozomi feels unpleasant knot stomach think fool nonchan
sadness,i didnt feel humiliated,choice start recognizing feeling unloved kicks choose persistence level allowing old reaction shut
sadness,i didnt feel humiliated,feel like im hated celebrated cant wait till day
sadness,i didnt feel humiliated,feel funny writing like maybe spirit guide observant cheerleader
sadness,i didnt feel humiliated,feel feel surprised find life depressing grey unrewarding
sadness,i didnt feel humiliated,feel comfortable decision
sadness,i didnt feel humiliated,sweaty episodes stomach feel funny like free falling
sadness,i didnt feel humiliated,feeling overwhelmed lately
sadness,i didnt feel humiliated,learnt wonderful world beaubronz feel lovely tanning brand fits perfectly latest mantra stolen boudoir lashes mother asma docrat
sadness,i didnt feel humiliated,feel rebellious particularly like watching romcoms feeling pretty good writing
sadness,i didnt feel humiliated,didnt feel welcomed entered morris quickly changed left feeling happy
sadness,i didnt feel humiliated,im contemplating feeling skeptical
sadness,i didnt feel humiliated,ive anxious recent times certainly feeling people belief siege disadvantaged looked considered way different faith makes worthy regard said
sadness,i didnt feel humiliated,feel like care im bit heartless
sadness,i didnt feel humiliated,hate chemo thought toxins washing single cell making feel horrible makes cringe
sadness,i didnt feel humiliated,feel honoured hosted series talented
sadness,i didnt feel humiliated,love feel threatened little
sadness,i didnt feel humiliated,feel reading allthingsbucks blog brought tears eyes lump throat feeling worthwhile thing upset shouldnt write lame blog
sadness,i didnt feel humiliated,feeling determined didnt long start nomming naughty stuff
sadness,i didnt feel humiliated,feel honored wonderful artists display work public
sadness,i didnt feel humiliated,remember fully stressed fun feel lively
sadness,i didnt feel humiliated,feel dazed href http twitter
sadness,i didnt feel humiliated,feel bitchy hurting
sadness,i didnt feel humiliated,feel like ive assaulted pics
sadness,i didnt feel humiliated,im thankful working wrap week new job feeling pretty lucky people lives
sadness,i didnt feel humiliated,feel incredibly isolated lonely
sadness,i didnt feel humiliated,feel selfish talk thyroid want think dramatic whiny hard understand yes look fine feel terrible
sadness,i didnt feel humiliated,blood test yesterday im feeling particularly fond right doctors needle inside time spent dizzy head non meat eating nineteen year old female
sadness,i didnt feel humiliated,admit worried feeling isolated work cubicle pretty needs
sadness,i didnt feel humiliated,im feeling like life fairly sweet
sadness,i didnt feel humiliated,going clean slate unilaterally forgiving feel wronged love intentionally carelessness time forget perceived insults abuses
sadness,i didnt feel humiliated,feel like year teach passionate job find love kids want try harder
sadness,i didnt feel humiliated,im people bury feelings anger second giving sweet smile pain anger
sadness,i didnt feel humiliated,knew holy spirit work plus feels divine gooooood way like massage reassuring
sadness,i didnt feel humiliated,feel ive reached point career im highly respected
sadness,i didnt feel humiliated,light feel awkward small groups conversations
sadness,i didnt feel humiliated,ive lot good days feel fabulous lots energy lately ive bad days feel gigantic slow clumsy
sadness,i didnt feel humiliated,feel like google hated seo know
sadness,i didnt feel humiliated,didnt wink sleep night continued feeling fabulous morning
sadness,i didnt feel humiliated,feel like feel mistake time fucked sleep
sadness,i didnt feel humiliated,love sliding nice big throbbing cock feeling gorgeous body man
sadness,i didnt feel humiliated,found novel position feeling bit uncertain stock market rally
sadness,i didnt feel humiliated,feel like judging want like needy girl know
sadness,i didnt feel humiliated,im definitely feeling festive
sadness,i didnt feel humiliated,feel burdened presence
sadness,i didnt feel humiliated,feel little dazed sort disbelieving feeling oh god
sadness,i didnt feel humiliated,feeling super excited weeks flying getting closer closer date
sadness,i didnt feel humiliated,turned page feel like way getting irresponcible years carefree college
sadness,i didnt feel humiliated,favourites choice book dvd uk im feeling generous limit like
sadness,i didnt feel humiliated,feeling energetic alive happier long time
sadness,i didnt feel humiliated,feel pathetic confronted
sadness,i didnt feel humiliated,feel dangerous games activities
sadness,i didnt feel humiliated,feel world class player benzema mould fantastic
sadness,i didnt feel humiliated,feeling terribly burdened impending anxiety trying eyes prize
sadness,i didnt feel humiliated,feel unpleasant layered love healing forgiveness expectation things turn
sadness,i didnt feel humiliated,im feeling gloomy completed im supposed complete things
sadness,i didnt feel humiliated,working like feel like lifestyle change successful far
